S.No,Name,Date,Rating,Title,Review,Language,Translated_Review,Final_Review,cleaned_review,word_tokens,sent_tokens,filtered_tokens,lemmatized_tokens,normalized_review
152,ayyappa n. 🇮🇳,Published date18/02/25,5,awesome product,"this cleanser was superb product 
this product make my skin better
more quality skin",en,"this cleanser was superb product 
this product make my skin better
more quality skin","this cleanser was superb product 
this product make my skin better
more quality skin",this cleanser was superb product this product make my skin better more quality skin,"['this', 'cleanser', 'was', 'superb', 'product', 'this', 'product', 'make', 'my', 'skin', 'better', 'more', 'quality', 'skin']",['this cleanser was superb product this product make my skin better more quality skin'],"['cleanser', 'superb', 'product', 'product', 'skin', 'better', 'quality', 'skin']","['cleanser', 'superb', 'product', 'product', 'skin', 'well', 'quality', 'skin']",cleanser superb product product skin well quality skin
153,Dl S. 🇮🇳,Published date19/02/25,4,Effective,Best for oily and acne prone skin,en,Best for oily and acne prone skin,Best for oily and acne prone skin,best for oily and acne prone skin,"['best', 'for', 'oily', 'and', 'acne', 'prone', 'skin']",['best for oily and acne prone skin'],"['best', 'oily', 'acne', 'prone', 'skin']","['good', 'oily', 'acne', 'prone', 'skin']",good oily acne prone skin
154,Soba M.,Published date14/12/24,5,Honest review not promoted by company 😂,"Really a very good and affordable Product,I have been suffering from ancne on the sides of my nose for so long and right after using this product for 2 weeks continuously and could definitely see the results, definitely Better than all the other hyped up brands in the market which charge way too muc...",en,"Really a very good and affordable Product,I have been suffering from ancne on the sides of my nose for so long and right after using this product for 2 weeks continuously and could definitely see the results, definitely Better than all the other hyped up brands in the market which charge way too muc...","Really a very good and affordable Product,I have been suffering from ancne on the sides of my nose for so long and right after using this product for 2 weeks continuously and could definitely see the results, definitely Better than all the other hyped up brands in the market which charge way too muc...","really a very good and affordable product,i have been suffering from ancne on the sides of my nose for so long and right after using this product for 2 weeks continuously and could definitely see the results, definitely better than all the other hyped up brands in the market which charge way too muc...","['really', 'a', 'very', 'good', 'and', 'affordable', 'product', ',', 'i', 'have', 'been', 'suffering', 'from', 'ancne', 'on', 'the', 'sides', 'of', 'my', 'nose', 'for', 'so', 'long', 'and', 'right', 'after', 'using', 'this', 'product', 'for', '2', 'weeks', 'continuously', 'and', 'could', 'definitely', 'see', 'the', 'results', ',', 'definitely', 'better', 'than', 'all', 'the', 'other', 'hyped', 'up', 'brands', 'in', 'the', 'market', 'which', 'charge', 'way', 'too', 'muc', '...']","['really a very good and affordable product,i have been suffering from ancne on the sides of my nose for so long and right after using this product for 2 weeks continuously and could definitely see the results, definitely better than all the other hyped up brands in the market which charge way too muc...']","['good', 'affordable', 'product', 'suffering', 'ancne', 'sides', 'nose', 'long', 'right', 'product', 'weeks', 'continuously', 'definitely', 'results', 'definitely', 'better', 'hyped', 'brands', 'market', 'charge', 'way', 'muc']","['good', 'affordable', 'product', 'suffer', 'ancne', 'side', 'nose', 'long', 'right', 'product', 'week', 'continuously', 'definitely', 'result', 'definitely', 'well', 'hype', 'brand', 'market', 'charge', 'way', 'muc']",good affordable product suffer ancne side nose long right product week continuously definitely result definitely well hype brand market charge way muc
155,Saideep N. 🇮🇳,Published date02/02/25,5,cleanser is truly amazing,I was suffering from a lot of acne pimples and oily skin. . . . . by constant use of this cleanser all my skin concerns have been reduced. . . . . it gives me a clear oil free look . . . . worth buying,en,I was suffering from a lot of acne pimples and oily skin. . . . . by constant use of this cleanser all my skin concerns have been reduced. . . . . it gives me a clear oil free look . . . . worth buying,I was suffering from a lot of acne pimples and oily skin. . . . . by constant use of this cleanser all my skin concerns have been reduced. . . . . it gives me a clear oil free look . . . . worth buying,i was suffering from a lot of acne pimples and oily skin. . . . . by constant use of this cleanser all my skin concerns have been reduced. . . . . it gives me a clear oil free look . . . . worth buying,"['i', 'was', 'suffering', 'from', 'a', 'lot', 'of', 'acne', 'pimples', 'and', 'oily', 'skin', '.', '.', '.', '.', '.', 'by', 'constant', 'use', 'of', 'this', 'cleanser', 'all', 'my', 'skin', 'concerns', 'have', 'been', 'reduced', '.', '.', '.', '.', '.', 'it', 'gives', 'me', 'a', 'clear', 'oil', 'free', 'look', '.', '.', '.', '.', 'worth', 'buying']","['i was suffering from a lot of acne pimples and oily skin. . . . .', 'by constant use of this cleanser all my skin concerns have been reduced. . . . .', 'it gives me a clear oil free look . . . .', 'worth buying']","['suffering', 'lot', 'acne', 'pimples', 'oily', 'skin', 'constant', 'use', 'cleanser', 'skin', 'concerns', 'reduced', 'gives', 'clear', 'oil', 'free', 'look', 'worth', 'buying']","['suffer', 'lot', 'acne', 'pimple', 'oily', 'skin', 'constant', 'use', 'cleanser', 'skin', 'concern', 'reduce', 'give', 'clear', 'oil', 'free', 'look', 'worth', 'buy']",suffer lot acne pimple oily skin constant use cleanser skin concern reduce give clear oil free look worth buy
156,Himanshu P. 🇮🇳,Published date17/02/25,5,best result for sensitive skin,I will use this product and result is very much better. i will use this product last 2 months i will happy with this product.,en,I will use this product and result is very much better. i will use this product last 2 months i will happy with this product.,I will use this product and result is very much better. i will use this product last 2 months i will happy with this product.,i will use this product and result is very much better. i will use this product last 2 months i will happy with this product.,"['i', 'will', 'use', 'this', 'product', 'and', 'result', 'is', 'very', 'much', 'better', '.', 'i', 'will', 'use', 'this', 'product', 'last', '2', 'months', 'i', 'will', 'happy', 'with', 'this', 'product', '.']","['i will use this product and result is very much better.', 'i will use this product last 2 months i will happy with this product.']","['use', 'product', 'result', 'better', 'use', 'product', 'months', 'happy', 'product']","['use', 'product', 'result', 'well', 'use', 'product', 'month', 'happy', 'product']",use product result well use product month happy product
157,Aditi A. 🇮🇳,Published date28/02/25,5,Loved it,I really liked the product,en,I really liked the product,I really liked the product,i really liked the product,"['i', 'really', 'liked', 'the', 'product']",['i really liked the product'],"['liked', 'product']","['like', 'product']",like product
158,Gideon H. 🇮🇳,Published date19/01/25,4,Gentle exfoliating,"Light, foaming, gentle and exfoliating for oily acne-prone skin, best use in night before applying other products",en,"Light, foaming, gentle and exfoliating for oily acne-prone skin, best use in night before applying other products","Light, foaming, gentle and exfoliating for oily acne-prone skin, best use in night before applying other products","light, foaming, gentle and exfoliating for oily acne prone skin, best use in night before applying other products","['light', ',', 'foaming', ',', 'gentle', 'and', 'exfoliating', 'for', 'oily', 'acne', 'prone', 'skin', ',', 'best', 'use', 'in', 'night', 'before', 'applying', 'other', 'products']","['light, foaming, gentle and exfoliating for oily acne prone skin, best use in night before applying other products']","['light', 'foaming', 'gentle', 'exfoliating', 'oily', 'acne', 'prone', 'skin', 'best', 'use', 'night', 'applying', 'products']","['light', 'foaming', 'gentle', 'exfoliate', 'oily', 'acne', 'prone', 'skin', 'good', 'use', 'night', 'apply', 'product']",light foaming gentle exfoliate oily acne prone skin good use night apply product
159,Shaik R. 🇮🇳,Published date25/02/25,5,very good product,it helps you to make your skin more clear and glowing,en,it helps you to make your skin more clear and glowing,it helps you to make your skin more clear and glowing,it helps you to make your skin more clear and glowing,"['it', 'helps', 'you', 'to', 'make', 'your', 'skin', 'more', 'clear', 'and', 'glowing']",['it helps you to make your skin more clear and glowing'],"['helps', 'skin', 'clear', 'glowing']","['help', 'skin', 'clear', 'glowing']",help skin clear glowing
160,Bhumi c. 🇮🇳,Published date09/01/25,5,fro dry skin keet,it was awesome I used many product but never changed my skin but this product hass totally changed my skin and it really worth it wowww thank you minimalist 🤍 🩷 now my daily routine is minimaliat . . . !!!~,en,it was awesome I used many product but never changed my skin but this product hass totally changed my skin and it really worth it wowww thank you minimalist 🤍 🩷 now my daily routine is minimaliat . . . !!!~,it was awesome I used many product but never changed my skin but this product hass totally changed my skin and it really worth it wowww thank you minimalist 🤍 🩷 now my daily routine is minimaliat . . . !!!~,it was awesome i used many product but never changed my skin but this product hass totally changed my skin and it really worth it wowww thank you minimalist now my daily routine is minimaliat . . . !!!,"['it', 'was', 'awesome', 'i', 'used', 'many', 'product', 'but', 'never', 'changed', 'my', 'skin', 'but', 'this', 'product', 'hass', 'totally', 'changed', 'my', 'skin', 'and', 'it', 'really', 'worth', 'it', 'wowww', 'thank', 'you', 'minimalist', 'now', 'my', 'daily', 'routine', 'is', 'minimaliat', '.', '.', '.', '!', '!', '!']","['it was awesome', 'i used many product but never changed my skin but this product hass totally changed my skin and it really worth it wowww', 'thank you minimalist now my daily routine is minimaliat . . . !!!']","['awesome', 'product', 'changed', 'skin', 'product', 'hass', 'totally', 'changed', 'skin', 'worth', 'wowww', 'thank', 'minimalist', 'daily', 'routine', 'minimaliat']","['awesome', 'product', 'change', 'skin', 'product', 'hass', 'totally', 'change', 'skin', 'worth', 'wowww', 'thank', 'minimalist', 'daily', 'routine', 'minimaliat']",awesome product change skin product hass totally change skin worth wowww thank minimalist daily routine minimaliat
161,Ande,Published date14/12/24,5,My holygrail!,"Absolutely love love love this cleanser! I'm already on my 5th bottle. No other cleanser does it like minimalist. My acne clears up within days of using it and the sebum production is controlled too. Never change the formulation for this cleanser, Minimalist Team.",en,"Absolutely love love love this cleanser! I'm already on my 5th bottle. No other cleanser does it like minimalist. My acne clears up within days of using it and the sebum production is controlled too. Never change the formulation for this cleanser, Minimalist Team.","Absolutely love love love this cleanser! I'm already on my 5th bottle. No other cleanser does it like minimalist. My acne clears up within days of using it and the sebum production is controlled too. Never change the formulation for this cleanser, Minimalist Team.","absolutely love love love this cleanser! i'm already on my 5th bottle. no other cleanser does it like minimalist. my acne clears up within days of using it and the sebum production is controlled too. never change the formulation for this cleanser, minimalist team.","['absolutely', 'love', 'love', 'love', 'this', 'cleanser', '!', 'i', ""'m"", 'already', 'on', 'my', '5th', 'bottle', '.', 'no', 'other', 'cleanser', 'does', 'it', 'like', 'minimalist', '.', 'my', 'acne', 'clears', 'up', 'within', 'days', 'of', 'using', 'it', 'and', 'the', 'sebum', 'production', 'is', 'controlled', 'too', '.', 'never', 'change', 'the', 'formulation', 'for', 'this', 'cleanser', ',', 'minimalist', 'team', '.']","['absolutely love love love this cleanser!', ""i'm already on my 5th bottle."", 'no other cleanser does it like minimalist.', 'my acne clears up within days of using it and the sebum production is controlled too.', 'never change the formulation for this cleanser, minimalist team.']","['absolutely', 'love', 'love', 'love', 'cleanser', 'bottle', 'cleanser', 'like', 'minimalist', 'acne', 'clears', 'days', 'sebum', 'production', 'controlled', 'change', 'formulation', 'cleanser', 'minimalist', 'team']","['absolutely', 'love', 'love', 'love', 'cleanser', 'bottle', 'cleanser', 'like', 'minimalist', 'acne', 'clear', 'day', 'sebum', 'production', 'control', 'change', 'formulation', 'cleanser', 'minimalist', 'team']",absolutely love love love cleanser bottle cleanser like minimalist acne clear day sebum production control change formulation cleanser minimalist team
